date,main_numbers,bonus_numbers,scope,winners_rank_1,winners_rank_2,winners_rank_3,winners_rank_4,winners_rank_5,winners_rank_6,winners_rank_7,winners_rank_8,winners_rank_9,winners_rank_10,winners_rank_11,winners_rank_12,winners_rank_13
2023-06-16,7 26 34 41 44,9 11,europe,0,2,0,30,725,1422,1660,20597,32355,73053,112220,474646,1090118
2023-06-20,11 17 28 32 35,5 6,europe,1,5,3,28,808,1427,1595,19914,32401,64230,101300,445356,892025
2023-06-23,1 3 11 33 46,10 11,europe,0,2,1,23,622,1242,1683,17629,28315,76547,91328,400175,1100172
2023-06-27,17 22 23 27 44,1 7,europe,0,2,6,33,763,1602,1648,22649,31074,68314,103274,417505,882869
2023-06-30,1 6 25 29 36,7 10,europe,0,3,6,31,646,1428,1474,21588,31013,70921,116296,470703,1064851
2023-07-04,14 17 23 36 44,2 8,europe,0,2,10,58,719,2739,1611,30195,31605,66346,132533,421101,891791
2023-07-07,2 11 12 19 38,4 8,europe,0,1,6,50,926,2466,2115,33617,42976,95953,165314,586538,1288917
2023-07-11,2 11 28 42 48,4 9,europe,2,3,6,43,568,1662,1298,24767,27258,61942,131874,407310,916501
2023-07-14,5 8 29 35 48,5 6,europe,0,2,6,28,651,1413,1350,21537,30850,60425,113533,470633,919464
2023-07-18,4 12 34 35 45,1 9,europe,0,2,6,26,406,1059,1005,15657,19519,46764,87899,303565,723488
2023-07-21,7 31 33 35 36,7 10,europe,0,4,4,23,593,1378,1297,21089,27088,58941,118614,449586,947756
2023-07-25,5 7 11 27 37,6 12,europe,0,5,15,24,682,1291,2353,16128,30007,93361,79211,378064,1066813
2023-07-28,7 32 33 34 38,6 9,europe,0,0,8,25,604,1588,1452,26395,30296,66535,150228,483808,1060382
2023-08-01,25 27 35 40 45,7 11,europe,1,2,3,51,597,1279,1216,18880,25530,58000,109013,380992,824731
2023-08-04,15 20 31 44 48,1 3,europe,0,4,9,28,636,1303,1369,19841,27388,61041,112585,418775,921973
2023-08-08,8 9 33 35 40,3 6,europe,0,2,2,23,440,1141,987,19202,21226,45557,109652,349370,728739
2023-08-11,4 6 10 13 34,3 5,europe,0,3,7,59,887,2513,1871,33401,41304,82076,168411,561320,1104392
2023-08-15,3 5 9 32 43,6 10,europe,0,4,2,17,448,1109,1137,15560,22553,58173,81329,333639,843678
2023-08-18,23 25 30 44 47,9 12,europe,0,5,4,34,644,1238,1459,18387,29658,72652,98111,453505,1138029
2023-08-22,2 9 23 32 40,6 7,europe,0,7,5,35,808,1472,1625,20111,31518,64403,109273,447873,885697
2023-08-25,16 17 34 35 44,5 10,europe,0,3,6,37,756,1628,1635,25593,35610,79034,138950,526240,1197301
2023-08-29,21 23 32 40 49,8 11,europe,0,1,6,37,618,1349,1398,19845,28320,65585,104102,422460,965572
2023-09-01,4 5 35 37 43,5 6,europe,1,2,7,34,729,1724,1625,29522,39276,80385,167390,640740,1302539
2023-09-05,1 7 24 41 48,10 12,europe,0,3,9,21,370,809,1057,12234,18242,53554,65178,275963,825123
2023-09-08,10 20 21 26 33,3 4,europe,0,4,5,36,779,1688,1548,23538,39063,77154,117661,555775,1102069
2023-09-12,5 14 36 40 42,2 11,europe,0,2,3,21,440,1025,999,15637,20855,48569,86644,322572,751416
2023-09-15,12 14 21 45 48,8 11,europe,2,3,8,26,728,1599,1650,23985,35296,83822,128333,537055,1272189
2023-09-19,10 15 31 41 42,2 5,europe,0,1,2,22,433,1158,883,18272,21182,42564,103564,338329,674676
2023-09-22,3 23 24 34 35,5 8,europe,0,1,5,35,643,2025,1346,33739,31719,67383,178760,507911,1067407
2023-09-26,2 6 14 19 23,5 7,europe,0,6,14,75,1010,2645,1992,31767,38632,72530,146389,480181,918463
2023-09-29,9 11 13 21 32,2 7,europe,1,16,25,147,2294,5675,4422,69584,90926,177627,321029,1144130,2286033
2023-10-03,6 20 22 24 45,4 5,europe,0,4,8,24,509,1258,1067,17205,25810,52762,90431,379813,770818
2023-10-06,21 29 31 34 43,2 9,europe,0,1,5,39,623,1607,1347,24918,30408,66296,136495,465860,1002138
2023-10-10,18 20 22 33 43,3 9,europe,0,1,6,37,574,1564,1231,23158,25995,55643,122739,381729,788883
2023-10-13,21 26 28 40 41,2 4,europe,0,1,12,32,748,1813,1621,28571,37127,80354,158565,590399,1274707
2023-10-17,10 17 20 35 40,3 4,europe,1,4,12,26,724,1458,1523,18681,32752,68098,95136,428190,866503
2023-10-20,2 20 28 40 45,1 5,europe,0,0,7,33,613,1377,1379,21173,29067,64755,116541,436996,960647
2023-10-24,8 16 18 31 34,6 9,europe,1,1,7,41,608,1425,1235,19526,25009,54674,103331,354127,774426
2023-10-27,29 33 35 48 49,3 8,europe,1,2,2,25,524,1391,1116,23256,24878,53753,139631,405387,850884
2023-10-31,5 7 20 40 50,2 10,europe,0,5,3,21,577,1184,1402,15789,25925,59923,82503,339907,805649
2023-11-03,8 21 31 39 47,5 9,europe,1,6,4,53,823,2208,1628,31335,35295,74644,170549,522472,1093856
2023-11-07,8 10 11 30 39,4 10,europe,0,0,3,29,536,1001,1340,14771,23231,57012,76374,331651,808515
2023-11-10,10 21 30 38 42,2 12,europe,0,2,10,26,716,1261,1800,17183,30440,75435,91145,431046,1075258
2023-11-14,13 16 36 44 50,3 5,europe,0,1,4,30,477,1201,971,20003,21924,45060,115461,348491,693633
2023-11-17,2 24 26 46 50,2 7,europe,0,4,2,33,646,1857,1279,29115,30178,61288,167340,473573,942535
2023-11-21,19 29 34 46 47,2 3,europe,0,3,5,25,436,1001,970,14690,21592,45902,90678,352623,721492
2023-11-24,15 20 29 39 48,1 7,europe,0,3,8,39,704,1584,1635,24643,31928,72282,137550,488145,1078084
2023-11-28,12 16 27 33 44,7 8,europe,1,4,6,45,846,1500,1675,20184,36297,67580,103722,494025,940100
2023-12-01,4 10 14 38 50,9 12,europe,0,6,18,58,1609,3072,3942,45380,71488,174658,241471,1055902,2566667
2023-12-05,4 6 20 24 25,5 9,europe,0,8,16,88,1517,3609,3338,50374,64967,139986,260163,906029,1940512
2023-12-08,17 30 42 48 50,4 8,europe,1,5,16,89,1496,3751,3496,59915,72556,163113,342084,1100646,2482059
2023-12-12,6 28 37 39 43,9 12,europe,0,1,2,21,444,813,1099,12674,20231,50775,70525,304485,760714
2023-12-15,2 13 37 38 48,5 9,europe,0,1,5,35,689,1751,1327,27167,29721,64665,158926,470477,991215
2023-12-19,10 20 41 43 45,2 12,europe,0,1,7,13,396,915,1068,13514,19855,48406,73827,308486,763848
2023-12-22,6 14 34 44 49,4 12,europe,1,7,5,54,698,1546,1739,20788,33434,78958,112843,475534,1187664
2023-12-26,8 27 30 35 47,9 10,europe,0,0,0,18,419,727,899,11216,19378,44899,60460,294756,693402
2023-12-29,2 3 19 36 37,6 9,europe,0,3,5,38,622,1684,1301,27202,30489,66465,150297,494759,1068091
2024-01-02,7 15 18 46 49,10 12,europe,0,0,5,6,404,822,1142,12774,19434,54361,67547,286826,841787
2024-01-05,4 7 18 39 50,3 8,europe,0,2,7,59,749,2001,1713,32990,35938,77956,166715,538106,1133782
2024-01-09,2 9 12 39 40,1 3,europe,0,1,7,19,572,1256,1323,19412,27088,60687,100262,407111,904413
2024-01-12,16 17 18 45 49,9 12,europe,0,3,10,41,674,1434,1682,22939,33053,78911,125191,531557,1282524
2024-01-16,10 18 21 33 45,8 12,europe,1,3,22,30,858,1203,2054,16758,30461,76506,87790,410612,1035293
2024-01-19,27 28 44 48 50,7 12,europe,1,3,5,27,515,1212,1228,17992,26591,59382,97560,414068,952524
2024-01-23,14 23 39 48 50,3 12,europe,0,1,2,18,451,917,1142,13501,21242,48410,68707,315496,725468
2024-01-26,8 19 32 41 42,9 12,europe,0,9,8,51,1288,2523,3026,36883,57510,140388,200543,846899,2087605
2024-01-30,5 10 19 27 30,5 6,europe,2,11,22,83,1933,3057,3570,36427,68776,129934,167646,806112,1601176
2024-02-02,13 20 23 27 42,5 9,europe,0,4,7,93,1155,2846,2593,36285,45275,96147,171481,587629,1199431
2024-02-06,2 7 21 28 45,5 11,europe,0,2,6,30,699,1327,1599,18003,29688,68863,89461,388042,890199
2024-02-09,23 24 35 37 45,9 12,europe,0,1,4,19,600,1209,1310,18226,27565,67644,101495,421884,1039739
2024-02-13,13 17 18 20 46,4 9,europe,0,2,6,34,550,1598,1261,24766,26919,58929,131538,406778,898873
2024-02-16,8 13 14 24 26,1 2,europe,0,2,13,54,1118,1891,2500,24074,45869,102828,118061,592332,1341440
2024-02-20,23 31 37 42 48,3 7,europe,1,4,3,42,520,1974,1091,29695,26063,53216,167972,400597,793739
2024-02-23,24 27 28 30 49,1 12,europe,0,0,5,24,499,1161,1231,17444,24559,66563,95080,371425,1049508
2024-02-27,3 4 9 12 20,5 6,europe,0,8,10,37,1053,1701,2348,19655,37856,77533,92139,449963,905443
2024-03-01,4 7 19 20 34,2 4,europe,0,4,9,58,1001,2268,1890,30073,43849,84586,138480,573714,1169473
2024-03-05,2 15 17 23 36,3 8,europe,0,2,7,34,746,1869,1509,26006,31466,63100,129369,437488,879843
2024-03-08,8 11 12 16 44,4 7,europe,0,1,9,48,981,2566,1867,37704,44407,88672,182988,615114,1244791
2024-03-12,13 19 30 38 46,4 12,europe,0,2,4,20,561,1026,1325,15548,25020,62934,81999,363360,934872
2024-03-15,1 4 31 34 40,4 5,europe,1,3,11,47,1053,2762,2273,40123,53453,111082,220823,855579,1770373
2024-03-19,7 16 18 20 32,1 3,europe,0,3,6,23,648,1238,1401,17254,26685,59872,87492,365158,803809
2024-03-22,8 11 23 32 44,9 10,europe,0,12,28,37,1226,1275,2946,17390,38488,93918,89886,483588,1176361
2024-03-26,2 13 14 26 29,5 6,europe,0,5,5,38,843,1400,1676,19001,33176,65640,93205,427543,850599
2024-03-29,16 17 35 36 49,1 10,europe,0,1,6,24,588,1135,1289,17335,25345,63117,96601,390707,1018156
2024-04-02,1 23 31 36 48,5 8,europe,0,0,2,24,406,1272,893,20899,21138,45917,122707,332177,711622
2024-04-05,13 18 26 35 37,8 11,europe,0,2,13,41,790,1521,1804,22405,34693,81880,116993,500313,1187042
2024-04-09,19 23 26 27 46,2 10,europe,0,0,5,27,578,1290,1382,19907,29808,69641,102086,427979,1007228
2024-04-12,2 3 12 16 45,2 11,europe,0,2,8,37,847,1862,1841,26529,39506,89196,138497,566236,1318782
2024-04-16,22 29 31 39 46,3 7,europe,0,2,5,44,601,1918,1451,31921,29654,61758,188726,460357,940834
2024-04-19,10 20 40 44 46,1 3,europe,0,1,11,39,918,1995,2069,28576,44084,96956,160692,604285,1364068
2024-04-23,6 9 11 32 49,2 10,europe,0,4,8,34,800,1759,1927,25779,37357,90637,135438,535723,1305450
2024-04-26,2 20 39 40 47,4 8,europe,0,2,11,46,987,2421,2238,39302,46215,103414,227046,710644,1579596
2024-04-30,13 22 24 33 47,1 5,europe,1,8,13,68,1385,2517,3144,33591,51784,117948,165534,688604,1549560
2024-05-03,6 9 10 30 49,3 4,europe,0,3,8,24,816,1569,1610,21715,35764,75020,109236,508536,1027342
2024-05-07,35 36 41 42 45,6 11,europe,0,0,3,21,346,841,804,13572,16490,38152,77930,272183,627708
2024-05-10,13 28 29 44 48,4 12,europe,0,3,6,18,629,1241,1499,18174,28133,72372,93179,415055,1067762
2024-05-14,2 8 17 28 35,7 9,europe,1,5,7,43,856,1704,1704,23530,32287,66637,120656,429438,858175
2024-05-17,18 31 32 41 46,1 10,europe,0,2,3,25,437,1009,1108,14760,21945,54773,83136,333262,853890
2024-05-21,11 13 14 34 48,7 9,europe,0,1,5,33,447,1264,919,20234,22989,45943,109565,362186,707727
2024-05-24,9 12 18 22 50,1 3,europe,0,2,6,29,803,1757,1760,24731,37089,79991,120936,512888,1114599
2024-05-28,16 18 35 36 41,6 7,europe,0,2,12,15,513,973,928,15394,21209,42788,87237,332149,668155
2024-05-31,4 7 16 33 34,7 8,europe,0,2,3,29,828,1741,1539,24339,41733,76287,126555,591308,1102388
2024-06-04,6 7 9 14 43,3 4,europe,0,2,7,26,647,1608,1443,20966,33014,67722,100326,473384,948932
2024-06-07,15 16 26 30 37,5 8,europe,0,9,5,79,1312,3821,2910,56573,60826,127695,294555,885563,1876170
2024-06-11,7 15 34 45 48,7 9,europe,0,5,10,56,945,2360,1867,34664,41280,82326,187141,616187,1209516
2024-06-14,2 13 16 24 32,1 7,europe,0,10,19,88,1604,3325,3742,42911,64389,142255,214237,848501,1847351
2024-06-18,3 11 33 34 36,1 12,europe,0,5,6,41,800,1713,2029,26555,36552,101523,143991,553256,1534807
2024-06-21,3 4 7 11 17,3 12,europe,0,14,44,74,3055,3238,6419,40818,91280,204607,198681,1030776,2392296
2024-06-25,14 16 37 45 49,5 7,europe,1,8,15,55,1122,2697,2296,44842,49896,103586,260815,764555,1553498
2024-06-28,10 16 18 22 35,1 10,europe,0,1,5,25,617,1401,1847,19080,31109,82728,96503,436567,1139040
2024-07-02,2 7 34 35 46,6 8,europe,0,2,2,21,396,1009,972,16589,20357,46192,96176,327200,735440
2024-07-05,11 13 29 31 47,1 11,europe,1,6,14,45,847,1591,2056,20981,32900,83957,100491,448978,1150742
2024-07-09,6 15 19 28 39,7 11,europe,0,2,7,34,607,1213,1410,16910,25585,57756,86685,352051,792341
2024-07-12,12 18 24 25 39,8 10,europe,0,3,8,36,743,1383,1835,19646,33345,82980,99530,455333,1112596
2024-07-16,2 32 35 36 39,7 8,europe,0,1,5,18,371,859,795,13715,18872,39280,80470,309957,619066
2024-07-19,15 22 35 44 48,6 7,europe,2,3,3,42,851,1582,1790,23538,36053,71874,128931,513956,1033719
2024-07-23,4 8 10 16 34,4 8,europe,0,3,7,76,630,2862,1240,25377,28739,54425,97862,359529,731173
2024-07-26,4 19 23 35 37,4 8,europe,1,4,10,54,902,1966,1741,27669,34471,71010,140022,459322,975900
2024-07-30,9 25 28 37 38,2 8,europe,0,0,5,23,436,1224,831,20011,20354,44479,108011,311867,671590
2024-08-02,5 7 12 33 46,3 12,europe,0,3,14,32,817,1359,1882,19020,34379,79750,95045,462879,1092703
2024-08-06,1 18 27 41 50,2 12,europe,0,4,7,23,489,881,1214,13024,21234,51760,68138,305973,759216
2024-08-09,21 23 25 33 44,4 10,europe,0,4,6,33,844,1481,1836,21243,33542,87750,108813,454827,1148588
2024-08-13,15 16 39 40 47,1 6,europe,0,1,3,26,420,1048,977,15680,20234,47407,89519,319528,756665
2024-08-16,15 17 29 45 49,1 10,europe,0,4,5,29,663,1352,1744,20538,30884,82155,106693,459663,1208658
2024-08-20,7 10 13 18 26,3 12,europe,0,8,17,50,1155,1615,2802,19267,41344,98103,90712,483099,1152657
2024-08-23,9 15 24 47 50,8 9,europe,0,1,7,28,799,1669,1604,24219,37459,76049,129475,568176,1163902
2024-08-27,1 8 11 42 47,4 11,europe,0,0,5,36,626,1394,1368,20589,29083,66704,108715,444203,1036127
2024-08-30,3 24 27 33 42,4 6,europe,0,5,14,48,1148,2702,2523,37184,50222,111392,189326,687522,1536840
2024-09-03,7 9 11 16 45,2 5,europe,0,3,11,55,1014,2788,2309,37098,48894,102946,178225,663338,1378289
2024-09-06,12 14 34 41 47,3 4,europe,1,4,7,55,1022,2111,2061,31655,46435,96179,175554,717046,1470121
2024-09-10,6 29 46 47 48,2 9,europe,0,1,6,13,357,954,811,15401,18241,40170,93391,290184,629021
2024-09-13,10 15 17 31 42,4 12,europe,0,3,5,23,749,1516,2144,21197,35525,94256,111292,509083,1330865
2024-09-17,20 30 32 41 44,1 10,europe,0,0,4,19,460,917,1158,13868,20774,49650,73056,296919,752833
2024-09-20,16 25 29 34 37,3 7,europe,0,3,13,54,752,2608,1537,37366,34527,68306,207694,502378,994624
2024-09-24,18 20 21 36 49,3 5,europe,0,4,2,25,535,1429,1096,22528,24809,51717,129548,400108,793593
2024-09-27,7 20 21 27 38,5 12,europe,0,3,18,68,1478,2773,3682,39401,67092,164809,199805,940455,2273779
2024-10-01,8 22 29 41 42,9 11,europe,0,7,10,46,846,1791,2087,26227,40760,93991,141713,587531,1358844
2024-10-04,4 8 16 17 20,1 6,europe,1,12,20,97,1811,3444,4613,43110,68777,167492,204256,870340,2086207
2024-10-08,7 14 19 34 40,6 8,europe,0,4,7,31,533,1313,1279,19378,25616,56697,100095,372862,821666
2024-10-11,16 23 32 46 49,4 5,europe,0,3,6,30,738,1369,1437,20133,31194,64209,112915,463749,946037
2024-10-15,2 15 32 36 48,3 9,europe,0,1,5,27,481,1221,1035,19239,21401,45553,113067,328382,692194
2024-10-18,4 15 23 30 39,1 12,europe,0,2,6,35,706,1479,2170,20021,30918,94852,107220,432047,1256893
2024-10-22,3 13 27 30 46,1 2,europe,0,2,9,24,705,1155,1695,16432,29417,69726,85273,402090,930745
2024-10-25,4 17 20 25 45,8 9,europe,0,2,7,40,1014,1724,2069,25930,45365,94572,131896,630402,1321965
2024-10-29,1 2 19 30 45,10 12,europe,0,2,3,23,478,1027,1368,15437,22908,65223,81020,342322,984152
2024-11-01,7 33 38 44 50,2 7,europe,0,5,4,50,701,2297,1589,33152,39237,77972,184689,567133,1113984
2024-11-05,1 8 19 37 50,6 9,europe,0,6,8,44,870,1882,1846,27255,35363,80046,146834,501357,1128830
2024-11-08,2 33 35 42 48,1 3,europe,0,3,12,39,811,1816,1838,27240,38734,87064,157954,594236,1340773
2024-11-12,10 11 12 22 50,1 10,europe,0,3,12,41,910,1827,2292,24670,39940,98242,119027,545032,1394060
2024-11-15,7 8 34 39 44,2 6,europe,0,1,9,51,821,2331,1870,38936,45700,100728,215347,723305,1612654
2024-11-19,4 13 20 28 49,7 12,europe,0,2,11,54,1110,2142,2307,28642,45762,105496,141623,638935,1464889
2024-11-22,10 11 12 29 31,8 11,europe,0,11,27,93,2182,3916,5351,56732,90710,217100,295013,1246775,2931777
2024-11-26,7 11 25 31 40,9 12,europe,1,15,14,55,1492,2400,3462,33051,57385,144615,168815,781193,1953020
2024-11-29,8 17 18 29 43,5 9,europe,0,4,6,46,936,2459,1883,32798,39040,81499,164667,545804,1123038
2024-12-03,23 25 34 46 47,6 8,europe,0,0,5,21,443,1158,967,17740,21694,46965,100698,338553,736296
2024-12-06,14 25 39 44 47,6 10,europe,0,0,11,39,608,1415,1479,20745,28649,69227,112234,426665,1025701
2024-12-10,5 24 25 29 47,5 9,europe,0,1,3,30,596,1816,1118,27028,28922,56637,136199,434741,859369
2024-12-13,1 15 25 42 50,4 10,europe,0,1,9,46,805,1775,2226,26101,37914,94973,143323,556232,1372521
2024-12-17,1 3 4 21 29,2 7,europe,1,1,8,48,923,2094,1749,30297,39664,75380,152149,505740,1002365
2024-12-20,10 14 21 33 50,6 9,europe,0,3,8,47,792,1908,1797,27621,35050,77174,142307,496007,1095328
2024-12-24,6 10 16 23 24,11 12,europe,0,2,16,32,763,1285,2663,16824,30239,97631,85694,409663,1235083
2024-12-27,12 22 27 33 45,4 8,europe,1,5,9,60,854,2174,1923,29649,36455,80975,147394,496697,1098086
2024-12-31,19 24 26 28 33,8 12,europe,0,4,11,32,782,1606,1961,22223,36088,90132,118600,525874,1309459
2025-01-03,3 19 29 35 37,1 9,europe,0,2,6,29,608,1591,1418,22935,29727,68729,119525,439059,1008934
2025-01-07,20 33 35 41 47,4 12,europe,0,1,5,14,412,924,1026,13140,19699,48369,71968,293098,731851
2025-01-10,12 27 36 37 42,6 7,europe,0,4,3,31,801,1720,1557,24794,37007,69838,131395,539324,1040834
2025-01-14,18 20 29 41 48,5 9,europe,0,6,5,19,491,1512,1095,23134,25394,52451,131241,391066,811530
2025-01-17,8 15 24 35 42,6 8,europe,0,9,13,64,1052,2312,2032,31713,42987,84911,156737,576078,1192259
2025-01-21,6 8 14 27 41,4 5,europe,0,5,6,35,837,1514,1748,21547,35112,71448,110536,482098,974545
2025-01-24,2 11 19 30 49,3 8,europe,1,9,14,64,1193,2564,2385,37569,46224,97848,191091,641405,1351272
2025-01-28,9 37 41 42 49,1 9,europe,0,1,1,20,334,964,783,14770,17824,40350,85554,282713,631428
2025-01-31,22 30 41 44 49,2 7,europe,0,1,3,28,529,1514,1165,25940,26701,57187,154092,430353,892502
2025-02-04,3 4 29 39 43,5 10,europe,0,0,1,24,463,1003,966,16585,21383,49792,91488,341234,792657
2025-02-07,10 23 24 29 45,8 10,europe,0,0,6,48,673,1634,1570,22992,35090,81279,115925,508548,1199016
2025-02-11,3 21 36 41 46,1 6,europe,0,5,4,30,519,1056,1087,16549,21756,51207,94596,343915,805259
2025-02-14,4 14 31 36 38,3 10,europe,1,2,5,45,770,1735,1803,28237,36861,84809,158678,572136,1322764
2025-02-18,5 14 25 26 40,5 7,europe,0,1,4,38,596,2036,1171,28069,27683,50884,133047,392145,720876
2025-02-21,1 3 11 20 43,2 11,europe,0,3,10,32,745,1584,1752,21878,33261,77813,113178,461955,1088811
2025-02-25,17 22 23 24 44,6 11,europe,0,3,6,22,544,1169,1374,17726,27761,69403,88397,373133,929020
2025-02-28,7 16 31 43 46,5 9,europe,1,2,8,35,702,1975,1485,29005,33630,69321,161746,490638,1023433
2025-03-04,15 20 29 35 42,2 9,europe,0,7,5,28,530,1221,1141,18059,22979,48863,96708,344094,724716
2025-03-07,6 10 27 32 48,3 8,europe,0,3,12,89,1507,3784,3081,53706,64892,136202,286792,946610,1986190
2025-03-11,13 36 37 42 47,7 11,europe,0,3,10,37,800,2056,1679,30755,39147,82665,167267,596277,1269940
2025-03-14,8 10 33 35 49,2 9,europe,0,3,8,55,1126,2642,2540,41736,52637,114586,232010,806481,1755386
2025-03-18,4 9 35 46 50,8 11,europe,0,3,6,33,848,1879,1793,28656,39406,91297,160779,620751,1447963
2025-03-21,9 17 18 21 50,5 12,europe,0,4,17,72,1407,2983,3328,41905,69007,161655,214175,977456,2319001
2025-03-25,1 3 18 33 36,2 6,europe,0,2,8,69,1334,3076,2774,46584,59429,132501,247081,876893,1942643
2025-03-28,10 21 30 42 45,1 9,europe,1,9,24,116,2040,4599,4772,64252,88580,210303,338662,1300647,3111406
2025-04-01,9 24 30 46 49,4 12,europe,0,2,9,9,393,921,998,14128,21031,51822,77262,320432,810737
2025-04-04,27 39 41 45 50,5 7,europe,1,1,5,28,597,1751,1386,27314,29436,60328,165425,444405,886742
2025-04-08,3 14 15 48 49,1 7,europe,0,4,4,26,468,1091,858,17230,21045,45047,96020,336626,716092
2025-04-11,14 28 34 46 49,3 8,europe,0,4,6,34,621,1706,1336,25904,28376,59927,145952,438492,914696
2025-04-15,3 31 33 38 44,6 12,europe,0,0,5,23,415,825,1042,14405,20484,52563,77515,314277,807850
2025-04-18,20 27 35 39 48,3 8,europe,0,5,6,44,694,1760,1397,26824,30751,63633,148487,452131,941740
2025-04-22,7 28 33 37 47,9 12,europe,0,0,4,28,498,947,1250,13963,24882,62197,74011,342032,848025
2025-04-25,13 22 32 39 41,1 12,europe,0,5,5,41,696,1345,2202,20366,29462,85992,111027,426810,1213128
2025-04-29,2 9 24 30 41,1 11,europe,0,0,11,32,605,1156,1502,16848,25854,67339,89036,373985,972679
2025-05-02,3 5 19 21 49,1 10,europe,0,4,8,42,1050,1847,2832,25353,43044,116371,127471,591292,1576485
2025-05-06,8 23 24 47 48,4 9,europe,0,3,7,34,590,1803,1386,28867,30711,68538,156396,476415,1050239
2025-05-09,15 18 25 29 47,5 9,europe,0,6,6,69,1070,3254,2190,43669,49730,100159,219063,704694,1430207
2025-05-13,9 19 44 47 50,2 9,europe,0,2,4,48,760,2167,1643,29645,46202,81295,156013,558850,1142108
2025-05-16,6 9 25 37 46,6 12,europe,0,5,7,50,1074,2132,2348,30789,44698,106981,160167,656758,1578227
2025-05-20,1 8 13 29 47,5 6,europe,0,1,7,49,1034,2060,2154,28703,45087,96677,148864,644453,1352916
2025-05-23,10 29 43 46 49,7 12,europe,0,4,10,43,882,1925,2151,29802,43716,97583,167141,673673,1527587
2025-05-27,12 30 38 40 41,4 12,europe,0,2,10,42,891,1815,1987,27160,40249,94907,147631,601177,1451448
2025-05-30,4 7 14 33 36,1 5,europe,0,10,18,59,1313,3138,3336,44407,66133,157111,226299,932814,2129110
2025-06-03,12 15 38 47 48,5 7,europe,0,6,9,77,1180,3348,2562,52778,57834,120208,294124,881610,1826079
2025-06-06,20 21 29 30 35,2 12,europe,0,7,18,99,1764,3682,3843,53529,82454,186493,283271,1198212,2871563
2025-06-10,19 36 39 40 45,5 6,europe,0,4,12,56,1221,2672,2723,41884,58295,127177,235400,900370,1918167
2025-06-13,2 28 40 43 45,3 7,europe,0,7,17,86,1613,4505,3546,73437,76430,163963,450381,1191575,2534452
2025-06-17,13 22 23 44 49,3 5,europe,1,3,16,77,1609,4042,3302,59720,76119,153398,308585,1129769,2222499
2025-06-20,5 8 24 37 47,3 9,europe,0,4,4,41,814,2032,1596,30280,34959,72626,160260,510014,1064811
2025-06-24,7 16 21 23 39,7 11,europe,0,4,2,31,718,1708,1602,22541,33379,68902,102456,442550,942225
2025-06-27,19 27 36 45 49,7 10,europe,0,5,6,34,790,1525,1643,21480,32660,72964,119182,467164,1027285
2025-07-01,1 17 28 32 34,7 8,europe,0,3,8,34,602,1231,1122,18291,29582,55354,97882,433847,825734
2025-07-04,19 29 42 45 48,5 7,europe,0,1,10,39,661,2016,1392,32284,32558,66828,184953,506291,1025052
2025-07-08,1 8 9 18 50,1 5,europe,0,9,6,44,974,1898,1736,23391,37143,72418,112534,470066,985419
2025-07-11,8 23 24 45 49,2 10,europe,0,1,8,32,724,1520,1754,24375,33587,81649,130005,510338,1233108
2025-07-15,24 38 41 45 49,1 6,europe,0,1,10,24,503,1155,1242,17486,24263,58905,99931,362410,859234
2025-07-18,13 19 25 42 45,2 9,europe,0,8,8,52,1189,2628,2432,37716,49680,106931,190854,709562,1500884
2025-07-22,8 15 26 33 41,9 10,europe,0,5,13,20,955,1355,2090,19255,35872,82421,102270,500245,1172483
2025-07-25,6 7 23 32 36,11 12,europe,0,5,9,27,854,1611,2261,23762,39057,109645,126862,568250,1597566
2025-07-29,5 6 42 44 46,4 8,europe,0,4,5,25,582,1651,1380,28236,30308,66114,174670,500434,1121436
2025-08-01,4 16 25 29 30,2 10,europe,0,3,14,68,1313,2461,3201,34085,52194,126467,172275,704224,1683554
2025-08-05,1 3 5 42 47,5 10,europe,0,3,5,28,736,1848,1683,27758,38712,89293,154890,579368,1303797
2025-08-08,2 12 19 34 44,6 10,europe,0,6,21,72,1464,2636,4276,36400,54367,136121,185239,761556,1883537
2025-08-12,18 28 42 46 48,3 9,europe,0,1,6,58,839,2359,1914,36957,42492,92517,215719,640893,1364969
2025-08-15,13 30 35 36 40,2 6,europe,0,2,13,63,1023,2481,2339,40120,48421,109005,234111,759032,1688844
2025-08-19,24 31 34 41 43,6 8,europe,1,7,7,78,1150,2489,2286,38081,47427,105829,214362,734877,1622924
2025-08-22,6 9 12 30 39,4 10,europe,0,2,11,36,823,1602,2100,21707,34752,91081,109421,465401,1170392
2025-08-26,2 14 38 42 45,10 11,europe,0,2,4,19,468,832,1079,12514,20246,50826,68046,295080,770372
2025-08-29,6 9 10 13 37,1 7,europe,0,5,2,65,910,2147,1893,32086,41690,87909,150987,574759,1208430
2025-09-02,13 30 31 32 36,1 12,europe,0,2,4,20,429,982,1064,15911,20546,54062,86825,323676,880244
2025-09-05,27 30 31 41 43,5 8,europe,1,1,5,30,621,1934,1386,30838,32080,67211,179491,493537,1046162
2025-09-09,3 13 24 39 40,2 8,europe,0,0,5,21,598,1542,1321,22193,24829,56664,116099,360618,807700
2025-09-12,5 10 23 31 37,3 11,europe,0,2,5,49,761,1674,1911,23276,36368,81573,118433,502978,1136356
2025-09-16,1 9 13 35 40,5 6,europe,0,2,3,26,542,1210,1232,18150,27066,55780,96689,404814,824639
